Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,50,1,27.0,1,1-2 Year,Yes,17010.0,26.0,32,0
Male,27,1,33.0,1,< 1 Year,No,34831.0,151.0,105,0
Female,46,1,28.0,0,1-2 Year,Yes,40593.0,122.0,59,0
Female,23,1,46.0,1,< 1 Year,No,30657.0,152.0,245,0
Female,42,1,28.0,1,1-2 Year,No,23151.0,124.0,175,0
Female,23,1,41.0,1,< 1 Year,No,34173.0,152.0,208,0
Female,21,1,6.0,1,< 1 Year,No,2630.0,160.0,230,0
Female,23,1,35.0,1,< 1 Year,No,24537.0,152.0,245,0
Female,24,1,35.0,1,< 1 Year,No,32448.0,152.0,78,0
Male,75,1,33.0,0,1-2 Year,Yes,2630.0,124.0,219,0
Male,48,1,28.0,1,1-2 Year,No,40736.0,124.0,216,0
Female,21,1,46.0,1,< 1 Year,No,30533.0,152.0,110,0
Male,48,1,28.0,0,1-2 Year,No,75177.0,26.0,121,0
Female,24,1,15.0,0,< 1 Year,Yes,28666.0,152.0,77,0
Female,78,1,28.0,0,1-2 Year,Yes,47745.0,26.0,50,0
Male,31,1,41.0,1,1-2 Year,No,24955.0,36.0,55,0
Female,43,1,2.0,1,1-2 Year,No,40833.0,124.0,27,0
Male,45,1,28.0,0,1-2 Year,Yes,30633.0,122.0,201,0
Male,23,1,50.0,0,< 1 Year,Yes,37973.0,160.0,250,0
Female,39,1,17.0,0,1-2 Year,No,2630.0,122.0,52,0
Female,25,1,39.0,1,< 1 Year,No,26317.0,160.0,33,0
Male,44,1,28.0,0,1-2 Year,Yes,34108.0,124.0,65,0
Female,25,1,10.0,1,< 1 Year,No,26035.0,152.0,276,0
Male,24,1,16.0,0,< 1 Year,Yes,22051.0,152.0,184,0
Female,59,1,46.0,0,1-2 Year,Yes,2630.0,152.0,40,0
Female,21,1,35.0,1,< 1 Year,No,48899.0,152.0,114,0
Male,24,1,6.0,1,< 1 Year,No,19042.0,152.0,163,0
Female,23,1,15.0,1,< 1 Year,No,36491.0,152.0,115,0
Female,32,1,28.0,0,< 1 Year,No,2630.0,156.0,22,0
Male,64,1,35.0,0,> 2 Years,Yes,38397.0,124.0,127,0
Male,44,1,28.0,0,1-2 Year,Yes,2630.0,155.0,109,0
Male,27,1,14.0,1,< 1 Year,No,32738.0,152.0,157,0
Male,38,1,6.0,0,1-2 Year,No,30523.0,152.0,124,0
Female,55,1,17.0,0,1-2 Year,Yes,2630.0,156.0,234,0
Male,77,1,41.0,1,1-2 Year,No,26521.0,122.0,84,0
Female,27,1,28.0,0,< 1 Year,Yes,36077.0,152.0,299,1
Male,27,1,18.0,0,< 1 Year,Yes,37079.0,152.0,156,0
Male,53,1,28.0,0,1-2 Year,Yes,65406.0,26.0,85,0
Female,46,1,28.0,1,1-2 Year,No,45072.0,26.0,256,0
Male,24,1,47.0,0,< 1 Year,Yes,48149.0,152.0,207,0
Male,79,1,28.0,1,1-2 Year,No,34790.0,26.0,47,0
Male,52,1,19.0,0,1-2 Year,Yes,29663.0,4.0,186,0
Male,51,1,28.0,0,1-2 Year,Yes,35100.0,26.0,225,0
Male,22,1,28.0,0,< 1 Year,Yes,53013.0,154.0,277,0
Male,69,1,15.0,1,1-2 Year,No,31015.0,26.0,45,0
Male,54,1,11.0,0,1-2 Year,Yes,37886.0,124.0,114,0
Male,33,1,7.0,0,< 1 Year,Yes,34467.0,152.0,151,0
Male,43,1,27.0,1,1-2 Year,No,22280.0,124.0,89,0
Female,50,1,46.0,1,1-2 Year,No,31620.0,124.0,243,0
Male,22,1,8.0,0,< 1 Year,Yes,35457.0,152.0,64,0
Female,28,1,30.0,1,< 1 Year,No,34611.0,152.0,251,0
Male,45,1,50.0,0,1-2 Year,Yes,45224.0,124.0,99,0
Female,50,1,7.0,1,1-2 Year,No,2630.0,124.0,152,0
Male,68,1,46.0,0,1-2 Year,Yes,31161.0,157.0,240,0
Male,41,1,28.0,1,1-2 Year,Yes,30104.0,26.0,280,0
Female,31,1,28.0,1,< 1 Year,No,2630.0,152.0,43,0
Male,50,1,28.0,0,> 2 Years,Yes,37078.0,26.0,155,1
Female,22,1,15.0,0,< 1 Year,Yes,64878.0,152.0,76,0
Female,45,1,46.0,1,1-2 Year,No,2630.0,152.0,23,0
Female,23,1,35.0,1,< 1 Year,No,37661.0,152.0,176,0
Female,60,1,33.0,0,1-2 Year,Yes,29677.0,26.0,10,0
Male,59,1,28.0,0,1-2 Year,Yes,50155.0,26.0,97,0
Male,34,1,28.0,1,1-2 Year,No,26399.0,152.0,113,0
Female,22,1,32.0,1,< 1 Year,No,30449.0,152.0,48,0
Male,20,1,15.0,1,< 1 Year,No,31310.0,160.0,207,0
Female,27,1,14.0,1,< 1 Year,No,25970.0,152.0,228,0
Female,28,1,10.0,0,< 1 Year,Yes,2630.0,156.0,203,0
Male,25,1,10.0,1,< 1 Year,No,2630.0,152.0,103,0
Male,58,1,19.0,0,1-2 Year,No,29782.0,124.0,50,0
Female,20,1,50.0,0,< 1 Year,Yes,40131.0,160.0,215,0
Male,51,1,28.0,0,1-2 Year,Yes,40626.0,26.0,190,0
Male,42,1,13.0,0,1-2 Year,Yes,26512.0,26.0,200,0
Female,53,1,48.0,1,1-2 Year,No,2630.0,26.0,248,0
Male,22,1,46.0,1,< 1 Year,No,27727.0,152.0,290,0
Female,64,1,18.0,0,1-2 Year,Yes,25709.0,124.0,255,0
Female,23,1,17.0,1,< 1 Year,No,47364.0,152.0,164,0
Male,47,1,46.0,1,1-2 Year,No,42661.0,124.0,30,0
Female,23,1,6.0,0,< 1 Year,No,2630.0,151.0,162,0
Female,24,1,37.0,0,< 1 Year,Yes,2630.0,152.0,275,0
Female,25,1,28.0,1,< 1 Year,No,42984.0,152.0,229,0
Male,46,1,28.0,0,1-2 Year,Yes,86336.0,26.0,263,0
Male,24,1,15.0,0,< 1 Year,Yes,2630.0,152.0,96,0
Male,64,1,29.0,1,1-2 Year,No,37909.0,135.0,105,0
Male,43,1,28.0,0,1-2 Year,Yes,32506.0,124.0,163,0
Male,39,1,29.0,0,1-2 Year,Yes,2630.0,156.0,128,0
Female,22,1,15.0,1,< 1 Year,No,34886.0,152.0,243,0
Male,21,1,28.0,0,1-2 Year,Yes,2630.0,157.0,229,0
Female,25,1,8.0,1,< 1 Year,No,42366.0,152.0,186,0
Male,26,1,10.0,1,< 1 Year,No,31780.0,152.0,70,0
Female,48,1,35.0,0,1-2 Year,Yes,39083.0,124.0,282,1
Male,21,1,10.0,0,< 1 Year,Yes,27195.0,152.0,282,0
Female,61,1,11.0,0,1-2 Year,Yes,45354.0,26.0,96,0
Male,27,1,6.0,0,< 1 Year,Yes,25678.0,152.0,55,0
Female,23,1,24.0,1,< 1 Year,No,2630.0,152.0,155,0
Female,45,1,39.0,0,1-2 Year,No,34516.0,26.0,113,0
Male,58,1,48.0,1,1-2 Year,No,2630.0,15.0,73,0
Female,27,1,28.0,1,< 1 Year,No,44430.0,152.0,67,0
Female,31,1,28.0,0,1-2 Year,Yes,44255.0,124.0,57,0
Male,58,1,18.0,0,1-2 Year,Yes,35236.0,26.0,267,0
Female,22,1,26.0,0,< 1 Year,Yes,30706.0,152.0,266,0
Male,21,1,28.0,0,< 1 Year,Yes,2630.0,163.0,138,0
Male,44,1,8.0,1,1-2 Year,Yes,57963.0,30.0,135,0
Female,39,1,21.0,0,1-2 Year,Yes,25156.0,124.0,118,0
Female,76,1,28.0,1,1-2 Year,No,52910.0,122.0,193,0
Male,55,1,5.0,1,1-2 Year,No,27557.0,124.0,37,0
Male,65,1,47.0,1,1-2 Year,No,26287.0,122.0,278,0
Male,44,1,29.0,0,1-2 Year,No,35039.0,152.0,148,0
Female,29,1,28.0,0,< 1 Year,Yes,24118.0,152.0,87,0
Male,66,1,28.0,0,1-2 Year,Yes,2630.0,26.0,106,0
Female,30,1,28.0,1,< 1 Year,No,43793.0,152.0,196,0
Male,39,1,39.0,0,1-2 Year,Yes,20880.0,125.0,21,0
Female,40,1,26.0,1,1-2 Year,No,2630.0,152.0,114,0
Female,21,1,37.0,1,< 1 Year,No,42812.0,152.0,41,0
Female,43,1,28.0,0,1-2 Year,Yes,25132.0,124.0,257,0
Female,26,1,27.0,0,< 1 Year,Yes,2630.0,152.0,52,0
Female,26,1,8.0,1,< 1 Year,No,30159.0,160.0,143,0
Female,39,1,39.0,0,1-2 Year,Yes,45235.0,31.0,122,0
Male,48,1,18.0,0,1-2 Year,Yes,25581.0,29.0,12,1
Male,37,1,28.0,0,1-2 Year,Yes,40601.0,124.0,11,0
Female,25,1,47.0,1,< 1 Year,No,38227.0,152.0,253,0
Male,56,1,49.0,0,1-2 Year,Yes,2630.0,152.0,12,0
Female,60,1,46.0,0,1-2 Year,No,36276.0,152.0,137,0
Female,52,1,24.0,0,1-2 Year,Yes,33007.0,124.0,86,0
Female,25,1,6.0,1,< 1 Year,No,27387.0,152.0,75,0
Female,57,1,13.0,1,1-2 Year,No,25300.0,26.0,32,0
Female,28,1,11.0,1,< 1 Year,No,39741.0,152.0,184,0
Female,24,1,14.0,0,< 1 Year,Yes,26050.0,152.0,156,0
Female,24,1,3.0,1,< 1 Year,No,2630.0,152.0,179,0
Male,36,1,7.0,0,1-2 Year,No,31204.0,157.0,11,1
Female,27,1,28.0,1,< 1 Year,No,68670.0,152.0,191,0
Male,40,1,16.0,0,1-2 Year,Yes,2630.0,156.0,65,0
Female,43,1,47.0,0,1-2 Year,Yes,35254.0,124.0,251,0
Female,23,1,8.0,1,< 1 Year,No,31375.0,152.0,206,0
Male,39,1,8.0,1,1-2 Year,No,2630.0,124.0,20,0
Male,38,1,28.0,0,1-2 Year,Yes,28304.0,154.0,72,0
Female,24,1,46.0,0,< 1 Year,Yes,23615.0,152.0,195,0
Female,47,1,8.0,0,> 2 Years,Yes,2630.0,26.0,168,0
Male,40,1,36.0,0,1-2 Year,Yes,26401.0,26.0,151,0
Male,69,1,15.0,0,> 2 Years,Yes,31662.0,124.0,188,1
Male,54,1,28.0,0,1-2 Year,Yes,36877.0,26.0,218,1
Male,22,1,32.0,0,< 1 Year,Yes,26661.0,160.0,183,0
Female,41,1,0.0,0,1-2 Year,No,2630.0,24.0,186,0
Female,45,1,48.0,1,1-2 Year,No,2630.0,15.0,210,0
Female,25,1,10.0,1,< 1 Year,No,30117.0,152.0,23,0
Female,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,231,1
Male,33,1,35.0,0,1-2 Year,Yes,2630.0,156.0,297,0
Female,37,1,0.0,0,1-2 Year,Yes,2630.0,151.0,40,0
Male,24,1,8.0,0,< 1 Year,Yes,28134.0,152.0,83,0
Female,69,1,28.0,1,1-2 Year,No,38270.0,26.0,21,0
Female,35,1,28.0,1,1-2 Year,No,36249.0,124.0,266,0
Male,51,1,17.0,1,1-2 Year,No,45076.0,26.0,200,0
Female,25,1,47.0,1,< 1 Year,No,35177.0,152.0,228,0
Male,59,1,37.0,1,1-2 Year,No,32966.0,124.0,109,0
Female,67,1,28.0,0,1-2 Year,Yes,57659.0,26.0,244,1
Male,47,1,43.0,1,1-2 Year,No,21450.0,124.0,241,0
Male,28,1,49.0,0,< 1 Year,Yes,28458.0,152.0,294,0
Female,69,1,28.0,1,1-2 Year,No,42755.0,124.0,113,0
Male,25,1,41.0,0,< 1 Year,Yes,29709.0,152.0,295,1
Female,21,1,33.0,0,< 1 Year,Yes,2630.0,160.0,226,0
Male,54,1,46.0,1,1-2 Year,No,31506.0,26.0,150,0
Male,24,1,13.0,1,< 1 Year,No,21159.0,160.0,70,0
Male,32,1,15.0,1,1-2 Year,No,2630.0,156.0,288,0
Male,51,1,36.0,0,1-2 Year,Yes,36109.0,124.0,46,0
Female,46,1,29.0,0,1-2 Year,Yes,2630.0,155.0,29,0
Male,27,1,28.0,1,< 1 Year,No,48243.0,152.0,133,0
Female,31,1,38.0,0,1-2 Year,Yes,43117.0,124.0,279,0
Male,34,1,23.0,0,1-2 Year,Yes,2630.0,157.0,134,0
Male,31,1,41.0,1,< 1 Year,No,2630.0,1.0,99,0
Male,21,1,47.0,0,< 1 Year,Yes,52606.0,160.0,152,0
Male,53,1,8.0,0,1-2 Year,Yes,33505.0,30.0,114,0
Male,40,1,28.0,0,1-2 Year,Yes,54355.0,156.0,178,1
Female,21,1,15.0,0,< 1 Year,Yes,35880.0,160.0,14,0
Female,73,1,28.0,0,1-2 Year,Yes,41802.0,26.0,188,0
Male,49,1,41.0,0,1-2 Year,Yes,29521.0,26.0,135,0
Male,57,1,28.0,0,1-2 Year,Yes,32973.0,23.0,51,0
Female,26,1,41.0,1,< 1 Year,No,23710.0,152.0,175,0
Female,77,1,37.0,0,1-2 Year,Yes,36077.0,28.0,20,0
Male,23,1,29.0,1,< 1 Year,No,35739.0,152.0,98,0
Male,22,1,15.0,0,< 1 Year,Yes,44062.0,152.0,171,0
Male,65,1,46.0,1,1-2 Year,No,33990.0,26.0,16,0
Female,34,1,15.0,0,1-2 Year,No,23597.0,152.0,218,0
Female,35,1,35.0,0,1-2 Year,Yes,42229.0,152.0,51,0
Female,65,1,46.0,0,1-2 Year,Yes,51680.0,26.0,55,0
Male,23,1,8.0,1,< 1 Year,No,2630.0,107.0,111,0
Male,27,1,29.0,1,< 1 Year,No,34848.0,152.0,220,0
Female,27,1,36.0,1,< 1 Year,No,37124.0,152.0,183,0
Female,24,1,50.0,1,< 1 Year,No,24003.0,152.0,209,0
Female,70,1,28.0,0,1-2 Year,Yes,61698.0,26.0,220,0
Male,26,1,15.0,1,< 1 Year,No,29533.0,152.0,232,0
Male,26,1,23.0,1,< 1 Year,No,16672.0,152.0,59,0
Female,22,1,5.0,0,< 1 Year,Yes,39788.0,152.0,18,0
Male,23,1,2.0,1,< 1 Year,No,2630.0,152.0,44,0
Male,32,1,28.0,0,< 1 Year,Yes,31740.0,26.0,23,0
Male,65,1,28.0,0,1-2 Year,Yes,31337.0,124.0,65,0
Female,43,1,35.0,0,1-2 Year,Yes,30024.0,26.0,118,0
Male,42,1,28.0,0,> 2 Years,Yes,60205.0,124.0,88,0
Male,75,1,41.0,0,1-2 Year,Yes,44369.0,12.0,42,0
Female,45,1,28.0,0,1-2 Year,Yes,37296.0,26.0,120,1
Male,33,1,46.0,0,1-2 Year,Yes,23203.0,124.0,281,0
Female,54,1,28.0,0,> 2 Years,Yes,2630.0,26.0,281,1
Male,21,1,15.0,0,< 1 Year,Yes,29930.0,152.0,246,0
Male,46,1,28.0,0,1-2 Year,Yes,27625.0,124.0,248,0
Female,80,1,8.0,1,1-2 Year,No,44561.0,30.0,202,0
Male,45,1,20.0,0,1-2 Year,Yes,2630.0,124.0,200,1
Male,29,1,36.0,1,< 1 Year,No,25652.0,152.0,137,0
Male,29,1,7.0,0,1-2 Year,Yes,2630.0,156.0,279,0
Male,22,1,14.0,0,< 1 Year,No,23955.0,152.0,161,0
Female,37,1,28.0,0,1-2 Year,No,32009.0,124.0,17,0
Male,24,1,30.0,0,< 1 Year,Yes,26612.0,152.0,35,0
Male,24,1,47.0,0,< 1 Year,Yes,31630.0,152.0,80,0
Female,48,1,28.0,1,1-2 Year,Yes,36508.0,26.0,248,1
Female,21,1,27.0,1,< 1 Year,No,23197.0,160.0,212,0
Male,25,1,45.0,0,< 1 Year,Yes,40995.0,157.0,118,1
Male,61,1,3.0,0,1-2 Year,Yes,2630.0,157.0,187,0
Female,21,1,46.0,0,< 1 Year,Yes,28357.0,160.0,106,0
Male,68,1,28.0,0,1-2 Year,Yes,82081.0,26.0,176,1
Female,25,1,3.0,1,< 1 Year,No,15205.0,152.0,234,0
Male,43,1,28.0,0,1-2 Year,Yes,34567.0,26.0,90,1
Male,22,1,41.0,0,< 1 Year,Yes,26284.0,152.0,286,0
Male,49,1,28.0,1,1-2 Year,No,36519.0,13.0,206,0
Male,68,1,36.0,0,1-2 Year,Yes,46928.0,26.0,182,0
Male,24,1,33.0,0,< 1 Year,Yes,57090.0,26.0,29,0
Female,34,1,37.0,0,1-2 Year,Yes,32977.0,124.0,66,1
Male,28,1,21.0,1,< 1 Year,No,42735.0,152.0,169,0
Male,67,1,3.0,1,1-2 Year,No,24291.0,124.0,55,0
Male,44,1,8.0,0,1-2 Year,Yes,35185.0,7.0,241,1
Male,57,1,15.0,0,1-2 Year,Yes,37491.0,124.0,57,0
Male,35,1,47.0,0,1-2 Year,Yes,28184.0,124.0,168,1
Male,29,1,18.0,0,< 1 Year,Yes,40295.0,124.0,16,0
Female,80,1,28.0,0,1-2 Year,Yes,30972.0,124.0,31,1
Female,44,1,28.0,1,1-2 Year,No,36931.0,26.0,65,0
Male,61,1,14.0,0,1-2 Year,Yes,26042.0,26.0,282,0
Male,52,1,8.0,0,> 2 Years,Yes,27702.0,26.0,274,1
Male,59,1,28.0,0,1-2 Year,Yes,42976.0,26.0,245,0
Female,47,1,9.0,0,1-2 Year,Yes,2630.0,124.0,142,0
Male,56,1,8.0,0,1-2 Year,Yes,34896.0,26.0,118,1
Female,48,1,46.0,1,1-2 Year,No,30464.0,26.0,134,0
Male,76,1,28.0,0,1-2 Year,Yes,33935.0,124.0,158,0
Female,52,1,28.0,0,1-2 Year,No,52925.0,25.0,125,0
Male,46,1,50.0,0,1-2 Year,Yes,2630.0,157.0,193,0
Female,24,1,8.0,1,< 1 Year,No,39662.0,152.0,171,0
Male,26,1,12.0,1,< 1 Year,No,32171.0,152.0,32,0
Male,22,1,21.0,0,< 1 Year,No,29130.0,152.0,48,0
Male,24,1,49.0,1,< 1 Year,No,26545.0,152.0,224,0
Male,26,1,10.0,1,< 1 Year,No,42869.0,152.0,122,0
Male,63,1,32.0,0,1-2 Year,Yes,2630.0,156.0,289,0
Male,30,1,3.0,0,1-2 Year,Yes,2630.0,156.0,37,1
Female,24,1,28.0,0,< 1 Year,No,2630.0,152.0,270,0
Female,20,1,38.0,0,< 1 Year,Yes,27314.0,160.0,251,0
Female,28,1,28.0,1,< 1 Year,No,42664.0,152.0,178,0
Female,20,1,47.0,0,< 1 Year,Yes,39153.0,160.0,133,0
Male,35,1,48.0,0,1-2 Year,Yes,2630.0,157.0,155,0
Female,44,1,28.0,0,1-2 Year,Yes,50116.0,26.0,241,0
Female,23,1,50.0,1,< 1 Year,No,35162.0,152.0,48,0
Male,25,1,43.0,1,< 1 Year,No,30303.0,152.0,274,0
Male,48,1,28.0,0,1-2 Year,Yes,61988.0,124.0,92,0
Female,38,1,28.0,0,1-2 Year,Yes,45445.0,26.0,111,0
Male,49,1,8.0,0,1-2 Year,Yes,25422.0,122.0,157,1
Male,45,1,28.0,1,1-2 Year,No,2630.0,26.0,226,0
Male,49,1,28.0,0,1-2 Year,Yes,40982.0,26.0,158,0
Male,68,1,28.0,1,1-2 Year,No,37265.0,26.0,296,0
Male,69,1,28.0,0,1-2 Year,Yes,60176.0,26.0,207,1
Female,46,1,28.0,1,1-2 Year,No,34682.0,26.0,198,0
Female,25,1,8.0,1,< 1 Year,No,60126.0,152.0,260,0
Female,39,1,15.0,0,1-2 Year,Yes,25000.0,124.0,225,0
Male,31,1,30.0,1,1-2 Year,No,18779.0,124.0,233,0
Male,56,1,29.0,1,1-2 Year,No,27480.0,124.0,218,0
Female,25,1,28.0,1,< 1 Year,No,57157.0,152.0,72,0
Female,20,1,8.0,1,< 1 Year,No,37631.0,160.0,159,0
Female,44,1,6.0,0,1-2 Year,Yes,35312.0,26.0,202,1
Female,25,1,41.0,1,< 1 Year,No,45047.0,152.0,134,0
Female,44,1,14.0,0,1-2 Year,Yes,35491.0,26.0,271,0
Male,49,1,48.0,0,1-2 Year,No,2630.0,26.0,274,0
Female,42,1,28.0,0,1-2 Year,Yes,36205.0,26.0,79,1
Female,54,1,46.0,0,1-2 Year,Yes,29555.0,11.0,261,0
Male,25,1,3.0,0,< 1 Year,Yes,20449.0,152.0,51,0
Female,42,1,28.0,0,1-2 Year,Yes,33714.0,125.0,19,0
Male,26,1,3.0,0,< 1 Year,Yes,28481.0,152.0,143,0
Male,30,1,35.0,1,< 1 Year,No,42780.0,152.0,114,0
Female,40,1,36.0,1,1-2 Year,No,35224.0,152.0,86,0
Female,24,1,42.0,0,< 1 Year,Yes,40196.0,152.0,109,0
Female,41,1,10.0,0,1-2 Year,Yes,22147.0,152.0,267,0
Male,56,1,47.0,0,1-2 Year,Yes,37697.0,124.0,237,0
Female,21,1,28.0,0,< 1 Year,Yes,38527.0,160.0,50,0
Male,70,1,28.0,0,1-2 Year,Yes,45159.0,124.0,62,0
Male,34,1,35.0,0,1-2 Year,Yes,45343.0,152.0,256,0
Female,66,1,28.0,0,1-2 Year,Yes,36579.0,26.0,43,1
Male,23,1,47.0,1,< 1 Year,No,34283.0,152.0,231,0
Male,25,1,3.0,1,< 1 Year,No,48163.0,152.0,28,0
Male,55,1,30.0,0,1-2 Year,Yes,31270.0,124.0,128,0
Female,46,1,15.0,0,1-2 Year,Yes,2630.0,124.0,52,0
Female,67,1,28.0,0,1-2 Year,Yes,48286.0,26.0,298,0
Male,26,1,6.0,1,< 1 Year,No,24996.0,152.0,268,0
Male,58,1,28.0,0,1-2 Year,Yes,47141.0,124.0,20,1
Male,56,1,28.0,1,1-2 Year,No,44653.0,26.0,207,0
Female,21,1,44.0,1,< 1 Year,No,26409.0,152.0,197,0
Female,75,1,41.0,0,1-2 Year,Yes,40759.0,26.0,26,0
Female,36,1,8.0,0,1-2 Year,Yes,33388.0,152.0,32,0
Male,36,1,50.0,1,1-2 Year,No,24785.0,163.0,129,0
Female,77,1,50.0,1,1-2 Year,No,52637.0,26.0,201,0
Female,27,1,39.0,1,< 1 Year,No,43371.0,152.0,259,0
Male,28,1,28.0,1,< 1 Year,No,34767.0,152.0,81,0
Female,69,1,28.0,0,1-2 Year,Yes,64574.0,26.0,184,0
Male,74,1,35.0,0,1-2 Year,Yes,2630.0,26.0,82,0
Male,65,1,28.0,1,1-2 Year,No,71466.0,26.0,40,0
Male,25,1,36.0,0,< 1 Year,Yes,39230.0,152.0,117,0
Male,28,1,28.0,0,< 1 Year,No,2630.0,156.0,126,1
Male,24,1,50.0,1,< 1 Year,No,28552.0,152.0,119,0
Female,61,1,28.0,0,1-2 Year,Yes,36920.0,13.0,143,0
Male,49,1,11.0,1,1-2 Year,No,2630.0,124.0,185,0
Female,24,1,50.0,1,< 1 Year,No,28408.0,152.0,147,0
Male,46,1,31.0,0,1-2 Year,Yes,2630.0,163.0,58,0
Female,23,1,25.0,1,< 1 Year,No,23037.0,152.0,118,0
Male,48,1,28.0,0,1-2 Year,Yes,51850.0,156.0,76,1
Male,38,1,28.0,0,1-2 Year,Yes,35254.0,122.0,170,1
Female,70,1,28.0,1,1-2 Year,No,27296.0,26.0,128,0
Male,79,1,28.0,0,1-2 Year,Yes,34269.0,26.0,74,0
Female,25,1,3.0,0,< 1 Year,No,2630.0,152.0,46,0
Male,26,1,50.0,1,< 1 Year,No,43978.0,152.0,255,0
Male,24,1,20.0,0,< 1 Year,No,2630.0,152.0,53,0
Male,22,1,8.0,1,< 1 Year,No,44052.0,152.0,170,0
Male,21,1,50.0,1,< 1 Year,No,34607.0,160.0,176,0
Female,25,1,29.0,1,< 1 Year,No,33203.0,152.0,98,0
Female,22,1,47.0,0,< 1 Year,Yes,41835.0,152.0,88,0
Female,41,1,8.0,1,1-2 Year,No,59746.0,124.0,249,0
Male,41,1,36.0,0,1-2 Year,Yes,32884.0,154.0,84,0
Female,29,1,46.0,0,< 1 Year,No,24346.0,152.0,122,0
Male,44,1,45.0,1,1-2 Year,No,35773.0,26.0,158,0
Female,27,1,15.0,0,< 1 Year,Yes,41943.0,152.0,225,0
Female,79,1,28.0,1,1-2 Year,No,50054.0,29.0,261,0
Male,21,1,12.0,0,< 1 Year,No,2630.0,152.0,188,0
Male,55,1,36.0,0,1-2 Year,No,37040.0,26.0,286,0
Male,52,1,46.0,0,1-2 Year,Yes,29269.0,26.0,288,1
Female,32,1,50.0,1,< 1 Year,No,42224.0,152.0,228,0
Female,20,1,46.0,0,< 1 Year,Yes,22213.0,26.0,96,0
Male,21,1,3.0,0,< 1 Year,No,24501.0,160.0,87,1
Male,27,1,39.0,1,< 1 Year,No,23132.0,152.0,270,0
Male,59,1,28.0,0,1-2 Year,Yes,40238.0,122.0,296,0
Female,21,1,35.0,1,< 1 Year,Yes,27441.0,152.0,84,0
Male,42,1,28.0,0,1-2 Year,Yes,28343.0,26.0,227,1
Female,45,1,38.0,1,1-2 Year,No,2630.0,26.0,66,0
Female,50,1,28.0,0,1-2 Year,Yes,34579.0,26.0,72,0
Female,54,1,15.0,0,1-2 Year,Yes,35855.0,26.0,250,0
Male,47,1,14.0,1,1-2 Year,No,2630.0,26.0,13,0
Female,22,1,26.0,0,< 1 Year,No,24579.0,152.0,111,0
Male,51,1,28.0,1,1-2 Year,Yes,34535.0,26.0,58,0
Male,39,1,15.0,0,1-2 Year,Yes,24933.0,154.0,269,0
Male,70,1,41.0,0,1-2 Year,Yes,29131.0,31.0,147,1
Male,61,1,39.0,0,1-2 Year,Yes,2630.0,156.0,72,1
Female,47,1,36.0,1,1-2 Year,No,16815.0,124.0,12,0
Male,47,1,9.0,1,1-2 Year,No,33720.0,124.0,291,0
Female,32,1,45.0,0,< 1 Year,No,33725.0,151.0,145,0
Male,39,1,28.0,0,> 2 Years,Yes,49775.0,124.0,195,1
Female,39,1,34.0,0,1-2 Year,Yes,2630.0,163.0,147,1
Male,26,1,6.0,0,< 1 Year,Yes,26581.0,152.0,105,0
Female,37,1,8.0,0,> 2 Years,Yes,2630.0,156.0,175,0
Female,25,1,36.0,1,< 1 Year,No,36723.0,152.0,110,0
Female,22,1,41.0,1,< 1 Year,No,29910.0,152.0,174,0
Female,47,1,28.0,0,1-2 Year,Yes,37866.0,124.0,191,1
Male,72,1,8.0,1,1-2 Year,No,60938.0,26.0,247,0
Male,21,1,14.0,0,< 1 Year,Yes,32058.0,160.0,269,0
Male,49,1,28.0,0,> 2 Years,Yes,34577.0,26.0,155,0
Female,22,1,46.0,1,< 1 Year,No,26986.0,152.0,72,0
Male,20,1,46.0,1,< 1 Year,No,28165.0,160.0,100,0
Male,69,1,45.0,0,1-2 Year,Yes,42303.0,26.0,286,0
Female,56,1,29.0,1,1-2 Year,No,22716.0,124.0,125,0
Male,44,1,37.0,0,1-2 Year,Yes,35268.0,124.0,287,0
Female,22,1,46.0,1,< 1 Year,No,29626.0,160.0,54,0
Male,65,1,28.0,1,1-2 Year,No,32954.0,26.0,70,0
Male,51,1,8.0,0,1-2 Year,Yes,40207.0,26.0,19,0
Female,24,1,19.0,1,< 1 Year,No,2630.0,152.0,106,0
Female,26,1,41.0,1,< 1 Year,No,31154.0,152.0,74,0
Male,24,1,37.0,0,< 1 Year,No,23369.0,152.0,123,0
Female,21,1,32.0,1,< 1 Year,Yes,33551.0,160.0,254,0
Female,52,1,43.0,0,1-2 Year,Yes,24892.0,124.0,52,0
Female,43,1,46.0,1,1-2 Year,No,38927.0,11.0,268,0
Male,49,1,28.0,1,1-2 Year,No,44667.0,26.0,256,0
Male,46,1,28.0,0,1-2 Year,Yes,75507.0,26.0,230,0
Female,42,1,28.0,0,1-2 Year,Yes,57238.0,26.0,244,0
Male,23,1,5.0,0,< 1 Year,Yes,25957.0,26.0,34,1
Female,80,1,48.0,1,1-2 Year,No,2630.0,15.0,260,0
Male,63,1,28.0,0,1-2 Year,Yes,28248.0,124.0,63,0
Male,27,1,50.0,1,< 1 Year,No,27424.0,152.0,201,0
Male,51,1,28.0,0,1-2 Year,Yes,33544.0,61.0,167,0
Female,41,1,28.0,0,1-2 Year,Yes,46433.0,13.0,238,0
Male,31,1,37.0,0,< 1 Year,Yes,30398.0,152.0,201,1
